sentiment,review
positive,"I was extremely excited when I purchased this product. Taste is great and I don""t need to add any extra flavor...just brew and drink. The price is great!"
positive,"Yessiree- this is the same sweet coffee-esque sugar buzz that you'll find at most convenience stores and gas stations. Is it a chemical abomination? You bet! Does it taste great with a day-old buttered roll in a wax-paper sleeve? Absolutely! Here is the real thing that fogs your windows and leaves a vanilla aroma in its aftermath. It is sickeningly sweet and guaranteed to snap you out of a hangover when followed with a day-old roll or bagel with cream cheese. Nothing short of an American classic and friend of the open road.<br /><br />It's not just about the sugar. They actually put 30mg of caffeine into this concoction of--well, you really don't need to know.<br /><br />It's cheaper than the $1.75 at the gas station (around $.45 a paper cup).<br /><br />It's not actually coffee-- but it hits the spot when you're down and out and need something more for breakfast than a Baby Ruth Bar.<br /><br />Go ahead- you know that you want this, uh...whatever it is. Mmmmm! Now THAT'S what I'm talking about!"
positive,I really was wary about ordering this since I's picky about cappuccino but it's great. I like my cuppuccino a bit sweeter so I add 2 Sweet and Low packets per cup. I'm hooked now on this Grove Square brand. It's great! Very smooth tasting and good finish.
positive,"My favorite thing about this K-cup Cappuccino is that it does NOT taste artificial!!!! I purchased a personalized variety pack of K-cups on amazon and this cup was included.<br /><br />I would highly recommend this to anyone who is sensitive to the artificial flavoring of many K-cups. This tastes smooth, creamy, and sweet (bc of the caramel). It tastes like it could have come straight from the coffee shop, really!<br /><br />You don't have to add any cream or anything because it is already included in the cup. The only complaint that I can imagine others might have is its level of sweetness, if they don't like sweet cappuccinos, but then don't purchase one that is caramel flavored right?"
positive,I am very pleased with this product.. The cappuccino flavor is delicious.. The best cappuccino flavor I have purshased anywhere for my k-cup machine..
positive,$0.42 for a cup of coffee- sure beats buying at Starbucks or another coffee joint. And this tastes better than most of the flavored K-Cups I've tried.
positive,"I finally found a coffee that I can say I love! I may never go to Starbuck's again! This coffe is just strong enough, not too bitter. Also has a smooth and sweet taste from the french vanilla. And, the best part is each cup is only 80 calories! I will definitely order this brand again. I'm usually a hot chocolate or mocha coffee drinker, but this will be my coffee of choice and I will always have on hand to brew a fresh cup."
positive,"<a href=""http://www.amazon.com/gp/product/B005K4Q33Y"">Grove Square Cappuccino Cups, Caramel,Single Serve Cup for Keurig K-Cup Brewers, 18-Count (Pack of 3)</a><br />Forget Starbucks, this smooth flavor makes every cup special.<br />Hazel nut is my second choice.<a href=""http://www.amazon.com/gp/product/B005K4Q37U"">Grove Square Cappuccino Cups, Hazelnut, Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a><br />Have a unique flavor in mind, try the Vanilla with you favorite blend of flavor syrups, regular or sugar free.<br /><a href=""http://www.amazon.com/gp/product/B005K4Q4LK"">Grove Square Cappuccino Cups, French Vanilla, Single Serve Cup for Keurig K-Cup Brewers, 18-Count (Pack of 3)</a>"
positive,"Besides Timothy's,""Grove Square Caramel Cappuccino Single Serve Cups"" is another favorite K-Cup coffee to drink if your looking to stock up.. Taste fantastic, is just the right strength to get you going when you need to but not so strong where it gives you the shakes.. Highly recomend ""Grove Square Caramel Cappuccino Single Serve Cups"" if your looking for a new K-Cup to try..."
positive,"An excellent product. Too bad it's not readily available in the stores. Walmart used to carry it, but I'm told the Grove Square rep is not responsive. Seems foolish to me."
positive,"While Mocha Nut Fudge coffee is still my favorite, and hazelnut the coffee I most often drink, This is the best tasting cocoa-type think I have yet had. I find myself drinking the hazelnut, then making this in the same cup with some of the hazelnut still in there, as well as just drinking it by itself.<br />After trying several cocoas and cappuccinos, I was skipping the kcups and just using the machine to make hot water and using the far cheaper instant cocoa packets. But after a freind had me try the caramel cappuccino, I ordered boxes of my own, and I am still happy with the taste after a month of it."
positive,"This product is wonderful hot on a cold day, but if you really want to taste something amazing try this product over ice. On a hot or cold day, hot or cold it doesn't matter as is product has a great taste."
positive,Delicious! This is the way I start my morning every day! Perfect for a quick pick-me-up or when you are rushing out the door.
positive,I savor this drink as I relax each evening. It's rich and just sweet enough to keep me feeling completely satisfied!
positive,"French Vanilla Cappucino has a very good taste and really enjoy drinking it, very addictive, can't just drink one cup. highly recommend this flavor"
negative,"I bought a box of Grove Square ""medium roast"" for $10.00. I thought, what a great price for K-Cup coffee.<br />Ya right! When I opened the box I thought that the cups were very light. Of course their light, they are filled with instant coffee!<br />For the amount of ""instant"" coffee that I got for $10 I could have bought 2 jars at the same price and got 100 times the same type of coffee.<br />I expect REAL coffee when I pay around 50c a cup."
negative,"I had a cup of this at a friend's home, and he asked me if I liked it. I told him frankly that it wasn't great; it tasted too much like instant coffee. He said that it WAS instant! Conclusion: It is anathema to use a K-Cup brewer to make INSTANT anything. And at 50 cents (minimum) per cup, it's got to be the height of misplaced convenience. There are wonderful flavored coffee K-Cup varieties out there -- try them."
positive,"Great coffee, it's is instant because the cup is empty when it's done brewing, but I don't care, it is so good, I add no milk or sugar. I bought all three flavors and like this one the best."
negative,"I found that Grove Square French Vanilla Cappuchino did not have any pleasant French vanilla or coffee smell. The taste was somewhat medicinal with a bitter aftertaste. Not returnable at Amazon since it is opened and after exchanging emails with the company, Sturm Foods, Inc., I learned they do not refund customers based on ""personal taste"". I would suggest staying with a brand you know and love and avoid this ""bargain"" item."
negative,"Whoever designed and/or created this product has never had a real cappuccino. Even the ones from McDonald's rank as gourmet compared to this vile substance. Unless you are a fan of flavored laxatives,which is what this reminded me of, save your cash and just either buy an over priced cappuccino from a trendy cookie-cutter coffee vendor, McDonald's or a gas station because any of them have better tasting product than this. I literally took a sip and spewed it out in the sink. It was foul. Seriously, don't buy it."
positive,so smooth tasting. Good price for this. good quality. I enjoy this in the morning to start my day. Or sometimes later in the day to just enjoy the smooth soothing taste of a cappicino.
positive,I tried this at mymoms and it was super tasty ....signed up to get them every 3 months do I don't run out!!!!!
positive,"This cappuccino was very good with a sweet,mild coffee flavor. I will buy it again and would recommend this to my friends."
positive,"Absolutely love the K-Cup, very smooth tasting, lots of flavor. So easy to get the cappuccino flavor at home by just popping one of these into your Keurig machine instead of running out of the house and grabbing one."
positive,This was quite yum! I don't know that I would drink this every day. It was really quite sweet... but sure is a yummy afternoon dessert pick me up.
positive,These cups are excellent. They are my favorite cups. I recommend them to anyone who likes this sort of thing.
positive,Everyone in my family loved these Cappuccino Cups. I will be buying more of them when this order is gone.
positive,Have had a hard time finding this coffee in the supermarket and I am thrilled that I can now order it online. Its a tasty cappuccino and I enjoy it.
positive,K-Cups that taste good. I was supprised at how good this coffee tastes. I like it and so do others in the house.
positive,I love my Kuerig and especially love the variety of drinks that I am able to make with it. Product was just as stated and arrived in a timely manner.
positive,"This is the best Cappuccino that you can get for your Keurig!!! We love it!! If you like the taste of a cappuccino out but can never get that taste at home, this will solve your problem. I think you will be very pleased with this purchase."
positive,Considering it arrived in three days...amazing...and my father in law loves this...he was so pleased to have his favorite Keurig cup arrive ....and it tastes great too!
positive,Had not been able to find this cappuccino since I moved 3 mos. ago. Finally got on Amazon and found it. LOVE this flavor and my friends love to sit around the table & talk while we're enjoying it. It gets my day started off right!
positive,"I have never tried Hazelnut Cappuccino before, so I BOUGHT SOME, (it is great), try some and you will like it as much as I DO, GREAT FLAVOR, AND IN COMES IN A SMALL K-CUP, WITH YOU DO NOT HAVE TO MES- ARROUND, WITH COFFEE GROUNDS, AND IT BREWS QUICK WITH THE KURIG COFFEE MAKER.<br /><br />TRY IT AND YOU WILL LIKE IT. I RECCOMMEND THIS TO EVERYONE. Jim in Ohio"
positive,"After trying several different k-cups, this is the one that is a keeper. In fact, they are so good that I set them up on the subscription auto delivery program."
negative,"<a href=""http://www.amazon.com/gp/product/B005K4Q1YA"">Grove Square Single Serve Cappuccino Cups, French Vanilla, K-Cups for Keurig Brewers, 24-Count</a> My husband purchased this because he knows that I like (another brand) Cappuccino. Disappointed and upset are only two words that I can use to describe the experience. It was extremely sweet and already lightened (very light) and what I consider an instant coffee !! No where did it say that it is instant or artificially lightened. I called the company and they said it did not have to be labeled ""instant"" coffee. I don't think he even wanted to listen to me. I told him that I probably would not buy another of their products, especially after reading other reviews......and I would forwarn people about the product!"
negative,"The only reason this gets one star is because you have to give it atleast that much. This is not anything like a K-cup. It is instant coffee in a K-cup wrapper. There is a supposed guarantee on the box but I have called the number many times and can never get anyone to call me back. I usually won't bother trying to get my money back on this kind of thing but I have made an exception due to the horrid product. In the company's defense, there are probably so many people calling to tell them about this wretched product, they may have not had time to get back to me."
negative,"Horrible flavor, horrible taste. I would like my money back.<br /><br />I was so excited when I saw the product and as soon as the package was delivered made a cup of hazelnut cappuccino... what a huge disappointment."
negative,"I got this and wanted to try it out and the price was right! Wow - the taste is sub-par and does taste like something you would find at a gas station dispenser!<br /><br />When I was reading the nutrition facts I noticed that it had 80 calories per serving (not a big deal), I then scanned down and saw that it has 23% of your daily saturated fat!! Wow! When I read through the ingredient list the first ones are: Partially hydrogenated vegetable oil, sugar, corn syrup solids, and then instant coffee and some others. I'm not health nut both those things don't sound that healthy to me and I can see where the saturated fat is coming from!"
negative,This is NOT coffee!<br />It was also not what I expected.<br />No where in the description does it say that it contains hydrogenated oils!<br />I brewed one cup - it looked and smelled like dirty dish water.<br />I threw the entire box out.<br />I want my money back :(
negative,"Not fresh brewed coffee, feel bad~!!Cream and sugar added!!Too sweet. I prefer pure coffee than this one. If I want instant coffee powder, what's the point to buy one cup?"
negative,"This looks like it would be yummy, but it has a strong taste of artificial sweetener!!!! Very hard to drink. Not worth the money!"
positive,"I absolutely love these, and so does my husband! We have one every morning, and at 60 calories, that isn't bad at all! Please keep them in subscribe and save!"
negative,"If you drink coffee... don't buy this crap, watery flavored who knows what! I don't think it is coffee at all... Maybe a hot drink for teens graduating from hot chocolate, this stuff is really sweet too. Seriously a waste of money!"
positive,These are pretty good for what I wanted they taste like the stuff you get at WaWa but that was what I was aiming for. If I want a premium cappacino I have and espresso machine. It tastes the best using the 8oz. size in my opinion.
positive,"Yes, this has instant coffee in it and is ready to drink. If you have ever gotten one of those instant cappuccino drinks from a gas station you pretty much know what this is going to taste like. (you know, the one you have to hold the button and make sure you release in enough time so your drink doesn't overflow!) I enjoy it for what it is, because sometimes I just have a craving for those cheap cappuccino drinks. A few things to note:<br /><br />- Make sure you don't brew more than 8 ounces with one cup, it will be diluted. The stuff is powder mix, it doesn't brew like regular coffee grounds<br />- Please pay attention to ingredients if you are health-conscious (See below for nutrition info & ingredients)<br />- It can leave residue in your keurig/brewer so try to run a round of hot water right after brewing<br />- The box indicates that each serving contains 20-30mg caffeine<br /><br />Nutrition Info for 1 cup:<br />80 calories, 4.5 grams fat (all saturated), 170mg sodium (7%), 9g carbs (5g sugar), 0g protein<br /><br />Ingredients:<br />Partially hydrogenated vegetable oil, sugar, corn syrup solids, instant coffee, sodium caseinate, salt, cocoa, natural & artificial flavors, dipotassium phosphate, cornstarch, mono- & diglycerides, solicon dioxide, soy lecithin, artificial color, sucralose"
negative,"I never review products, good or bad, but this ""coffee"" is so bad I had to.<br /><br />This is not the typical k-cup coffee. This is an instant coffee similar to Nescafe or SB Via but tastes horrible.<br />The sugar/splenda mix makes this way too sweet. Mixing it half and half with black coffee makes it drinkable.<br /><br />This is basically just adding hot water to instant coffee. There isn't a filter or coffee grounds in the cup."
positive,Love the french vanilla cappuccino kcup. It does not have the coffee taste. It taste more like the cappuccino from a gas station. Will be ordering some more soon!!!
positive,"I absolutely love this cappuccino! I had my doubts, but they were proved wrong! I myself have a sweet tooth and I was worried that this product would taste too much like coffee and not enough like a cappuccino. But thankfully, I was worng and it had the right blend of both. I had 2 cups the first day I bought it! Shared it with my family, they loved it too!"
positive,"Thank you to the reviewer that said this was like the coffee from the gas station machines. I love that coffee! I must say though, it is less sweet than the gas station machine coffee."
positive,"Dear Coffee snobs, if you want real cappucino, you bought the wrong coffee maker. Considering that you did, be happy with this selection, as its actually VERY Tasty compared to any of the other Cappucino K Cup knock offs. Its the only one I'll buy."
positive,"I am not a huge coffee drinker, so for me the best cappuccino is one that doesn't have a strong coffee taste. . .I actually prefer the gas station variety over the 'real deal'. If that's what you like, then this is the perfect fit! I love it, my husband loves it as well, and he was quite skeptical! We purchased an actual cappuccino maker several years ago and hated the strong coffee taste, so the machine went back to the store. He refused to believe me, that this mix was what we were looking for, until I made him a cup! He's surprised and happy to have a cheaper way to make a favorite drink at home w/out having to stop on the way to work!"
positive,I love this k cup. Added whip cream and it is heavenly. Thanks Grove Square for making this great k cup. Nice aroma and great taste. My bf also likes the French Vanilla.
positive,Well first dont purchase this item if your looking for coffee. To me it taste just like the cappuccino I was getting from the convenient store every morning. I love it!! Typically have 2 to 3 cups a day! Give it a shot :)
negative,This coffee tastes worst than any gas station coffee. It leaves a horrible after taste in your mouth before you even finish drinking one cup.
negative,"I highly recommend passing on this stuff--super saccharine taste plus the additional ""benefit"" of that awful artificial sweetener after taste. Now what am I going to do with the remaining 23 cups?"
negative,"Oh my goodness, this was bought for us as a housewarming present for our new Kuerig machine.. I ended up having to stab open the K-cups and put half a teaspoon into the bottom of a regular coffee for it to seem anything like a cappucino and for it to be even remotely drinkable.. I feel like energy drinks would give me less of a sugar high than one of these!!"
negative,way to sweet..taste like hot sugar water..has no coffee back ground taste..sorry that i bought it..nothing like what you get in a coffe shop..waste of money
negative,"This coffee arrived fast but when I went to shake the cup it was a big hard ball... they were all like that, I guess they are old and almost expired...This item is non returnable so I am just out the money. Don't buy from this seller."
negative,"I am incredibly disappointed in this French Vanilla Cappuccino. It is too watered-down for my taste, even on the smaller cup setting. I most certainly will be finding a different brand."
positive,The Grove Square Capuccino Cups are just great. A real treat! Some of the flavored K-cups are just that - flavored coffee - and you need to add your own cream or milk and sweeteners. But this is all ready the minute it stops brewing! To me - the entire concept of the Keurig is to have your favorite beverage ready instantly. If you have to fill little cups and add your own filters or add your own cream and sugar and flavoring - it isn't quick and instant - and you might as well go back to brewing an enitire pot of coffee or use the espresso machine. K-cups for the Keurig makes it instant - and with this Vanilla Cappuccino - its ready right away - no need to add another thing. AND - this is the ONLY place we've found that carries this product. I've looked at every store in our area that carries K-cups and no one carries this. Also - the price is great. Especially this time around. This is the 3rd time I've placed an order for these and the price was the best ever - $8.47 I think - for 24. Great price! Usually they are are betwween $10.47 and $12. My only regret - I wish Grove Square would also make a Mocha K-cup. That is another of our favorite coffee drinks.
negative,"I have never tasted something so awfull in my life! I like gas station cappuccino, I have no problem w/it. But, this cappuccino has something wrong w/it. It's disgusting and I'm sure I won't be able to return it!"
positive,I recently bought a Keurig coffee maker and needed some more k-cups and went right away on Amazon.com where I know I will get the best bargains.I am very happy with my purchase thank you
negative,"Conveniently, ingredients not listed but for tiny photo. If you enjoy artificial flavor,corn syrup, vegetable oil (which??) and INSTANT coffee, this may be just the ticket<br />I bought as gift. Too embarrassed to give . I do not k cup. so to the trash it goes.<br /> Amazon. please get some info up on non returnable items."
positive,These are quite yummy! They don't quite rank up there with a coffee that you get at a coffee house.....but they are 1/3rd the calories and way less expensive. Excellent product.
positive,"The most delicious coffee in a long time. It is sweet so you don't need to add any sweetener (unless you are a sweet freak). And, since I am a diabetic, I had concerns but it doesn't seem to bump my sugar readings up. Very good product. And a great price at Amazon."
positive,I looked in all the stores around me and couldn't find a cappuccino that i really liked or that even tasted good. I came across this cappuccino on here and it was affordable and you get a lot in the box..... so i decided to try it. It is amazing sooooo good....i actually like it better than i do the gas station cappuccinos!! So happy that i found it on here and am finding myself wanting it every day. A+ from me!!! =)
positive,"Easily my favorite of all the cappuccinos. I really enjoy this one. They are sweet though, so if you don't have a sweet tooth, this may be too much for you."
negative,"I was so excited to find this product, but I was very disappointed. It's has a plastic taste. It doesn't even deserve one star."
negative,"I should have trusted the other reviews and stayed away from this. Some reviewers compare this to gas station machine cappuccino but I have had way better ""cappuccinos"" from gas station machines than this.<br /><br />Edit (10/9/2012) : I now see a ton of 5 star reviews in the last month or two for this trash! The surprise is that all of them are ""Amazon Verified Purchase"" and most of them are the only review the purchaser has written. If this isn't a case of cooked up reviews, I don't know what is!!"
negative,Very disappointed in the taste ... nothing like it is described. Tastes very watery with some sugar added to it. Bummed I wasted my $$$.
negative,"Horrible product! Tried one and had to throw the other 23 out! What a waste of money!! If I could rate it a minus star, I would."
negative,"I'll keep the box I opened but too bad Amazon won't refund the other 2 boxes. This is truly a cappuccino powder mix stuffed into k-cups. Caramel sweetness is overwhelming. Can't taste any ""espresso"" or coffee. My first time buying this Grove Square brand and this flavor. Won't make same mistake again. Will buy only 1 box to try next time. Disappointed."
positive,"First off i am not sure what people expect. This Fr Vanilla Cap has a great taste, creamy texture and needs nothing added to it.<br />But AGAIN, i read the product info and it stated (sugar/sucralose blend)<br /><br />I use SPLENDA brand sucralose anyway in my coffee. If you do not like the artificial sweetener, then do not order this product. But do not vote it down because you didn't read the info and/or sucralose leaves an after-taste.<br />I have no after-taste from it and therefore I enjoy this product very much.<br /><br />I use this in the B60 Keurig on the middle setting (8oz if i remember correctly)<br />My Pros:<br />-Good price<br />-Creamy texture<br />-Tastes great<br /><br />Will buy again<br />For people with the dopey comments:<br />Let me add: IT IS MACHINE-MADE cappuccino! What do you think a cheap Keurig is? Gourmet coffee?"
positive,Really good. Robust and sweet enough that you don't need sugar or milk. The brewing is easy and quick for a busy career person.
positive,"This is good! No, you probably don't want to use the largest setting because it will water it down, but I like this. It's creamy and sweet and just the thing after a hard day at work. It's probably not on my diet, though. :)"
negative,This product just a repackaged instant coffee sold a higher price. I could get the same results adding a bulk mix to hot water. I did not buy a Keurig Machine to make instant coffee.
positive,"I received a sample of this with a variety pack and I love it. I am not a big coffee drinker, prefering the lighter flavors. This has nice vanilla flavor and coffee flavor in a creamy drink. This makes a very tasty treat on a rainy afternoon."
positive,"This is my favorite K-Cup flavor. I like my coffee sweet and creamy and this is perfect. I don't have to add sugar or creamer. It's all in there. Remember those General Foods International Coffees? Well, that's what it tastes like."
positive,"If you are looking for the taste of French Vanilla Cappucino that comes out of those machines, particularly at gas stations, then look no further."
positive,I have purchased and used 3 boxes of the Hazelnut cappuccino and look forward to a cup or two each day! Wonderful flavor and reasonable in price.
positive,"Yummy, great tasting and very convenient. Only drawback is you must clean your machine at least once a week to keep it from clogging, just like with hot chocolate."
positive,"For an enjoyable change from a coffee routine, I thought I would try this cappuccino. What also caught my attention was ""Hazelnut""..a favorite flavor for me.<br />This product delivers very enjoyable, full flavored as hoped for."
